%time,field.Fix,field.Header.seq,field.Header.stamp,field.Header.frame_id,field.Latitude,field.Longitude,field.Altitude,field.UTM_easting,field.UTM_northing,field.Zone,field.Letter
1664556688674693789,5,23,1664556683000000000,GPS1_Frame,42.338221,-71.08649533333333,30.4,328115.8912809576,4689437.977014249,19.0,T
1664556690875782078,5,24,1664556684000000000,GPS1_Frame,42.338220666666665,-71.08649616666666,30.5,328115.82172040927,4689437.941684676,19.0,T
1664556692082107299,5,25,1664556692000000000,GPS1_Frame,42.33822133333334,-71.0865185,30.2,328113.98365483276,4689438.060859188,19.0,T
1664556694272954150,5,26,1664556693000000000,GPS1_Frame,42.33821866666667,-71.086523,30.1,328113.60566637845,4689437.773842869,19.0,T
1664556696474163098,5,27,1664556694000000000,GPS1_Frame,42.33821716666667,-71.086525,30.0,328113.4368137126,4689437.61132228,19.0,T
1664556698673156010,5,28,1664556695000000000,GPS1_Frame,42.33821666666667,-71.0865245,30.0,328113.47664273647,4689437.554790344,19.0,T
1664556700875365980,5,29,1664556696000000000,GPS1_Frame,42.3382155,-71.08652333333333,29.9,328113.5695771304,4689437.422882496,19.0,T
1664556703074617082,5,30,1664556697000000000,GPS1_Frame,42.33821616666667,-71.08652083333334,30.4,328113.77735058055,4689437.491857029,19.0,T
1664556705274203706,5,31,1664556698000000000,GPS1_Frame,42.338216,-71.08652016666667,30.5,328113.8318183167,4689437.472002306,19.0,T
1664556706085256675,5,32,1664556706000000000,GPS1_Frame,42.3381925,-71.0864835,30.8,328116.7884904585,4689434.7883858625,19.0,T
1664556708374254091,5,33,1664556707000000000,GPS1_Frame,42.338187,-71.086476,31.2,328117.39137589687,4689434.162491922,19.0,T
1664556710674242944,4,34,1664556708000000000,GPS1_Frame,42.3381865,-71.08647383333333,32.6,328117.5685096801,4689434.10259094,19.0,T
1664556712875064140,4,35,1664556709000000000,GPS1_Frame,42.338183,-71.0864675,32.6,328118.08073125884,4689433.70114017,19.0,T
1664556715074322207,4,36,1664556710000000000,GPS1_Frame,42.33818,-71.08646216666666,32.7,328118.5119323905,4689433.357232058,19.0,T
1664556717274252123,4,37,1664556711000000000,GPS1_Frame,42.33817633333334,-71.08645583333333,32.6,328119.0236999702,4689432.937274298,19.0,T
1664556720183423532,4,38,1664556720000000000,GPS1_Frame,42.338135333333334,-71.08639666666667,32.2,328123.78631068615,4689428.264937572,19.0,T
1664556722584490249,4,39,1664556721000000000,GPS1_Frame,42.33813166666667,-71.08639016666666,32.1,328124.31180944043,4689427.8446433265,19.0,T
1664556724884973939,4,40,1664556722000000000,GPS1_Frame,42.338127166666666,-71.08638383333333,32.1,328124.82130731805,4689427.3321507005,19.0,T
1664556727185552483,4,41,1664556723000000000,GPS1_Frame,42.338122,-71.0863765,32.0,328125.4113718207,4689426.743608514,19.0,T
1664556729491737677,4,42,1664556724000000000,GPS1_Frame,42.338116166666666,-71.086369,31.9,328126.0133505587,4689426.080701239,19.0,T
1664556731784931846,4,43,1664556725000000000,GPS1_Frame,42.3381125,-71.08636283333334,32.0,328126.51138863654,4689425.661080951,19.0,T
1664556733214802253,4,44,1664556733000000000,GPS1_Frame,42.3380735,-71.086306,31.6,328131.0872313311,4689421.21555072,19.0,T
1664556735614580935,4,45,1664556734000000000,GPS1_Frame,42.338068,-71.08629833333333,31.6,328131.7038497339,4689420.589321217,19.0,T
1664556738014213943,4,46,1664556735000000000,GPS1_Frame,42.338063166666664,-71.08629033333334,31.5,328132.34974552447,4689420.036446266,19.0,T
1664556740415405710,4,47,1664556736000000000,GPS1_Frame,42.338059333333334,-71.08628233333333,31.5,328132.9983658261,4689419.594613754,19.0,T
1664556742814539619,4,48,1664556737000000000,GPS1_Frame,42.33805516666666,-71.086276,31.4,328133.5087730841,4689419.119135926,19.0,T
1664556745216389094,4,49,1664556738000000000,GPS1_Frame,42.33805183333333,-71.0862705,31.5,328133.9527982393,4689418.737877822,19.0,T
1664556746202930133,4,50,1664556746000000000,GPS1_Frame,42.338011333333334,-71.08620883333333,31.0,328138.92274851823,4689414.116020142,19.0,T
1664556748602494101,4,51,1664556747000000000,GPS1_Frame,42.338006,-71.0862005,31.0,328139.5947443466,4689413.506950986,19.0,T
1664556751002618364,4,52,1664556748000000000,GPS1_Frame,42.3380015,-71.08619166666666,31.0,328140.31020206556,4689412.989406623,19.0,T
1664556753400569238,4,53,1664556749000000000,GPS1_Frame,42.33799616666667,-71.0861825,30.9,328141.05085067824,4689412.378653308,19.0,T
1664556755800605283,4,54,1664556750000000000,GPS1_Frame,42.337991,-71.08617416666667,30.9,328141.7233009047,4689411.78809143,19.0,T
1664556758200850491,4,55,1664556751000000000,GPS1_Frame,42.33798566666667,-71.08616633333334,30.8,328142.3541056571,4689411.180033127,19.0,T
